created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bekasi;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bogor;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;jakarta;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;tangerang
06/12/2021;85;68;3;2;1;;Kota Bekasi;SHM;2200;Utara;984000000;https://rumahdijual.com/10030787;Town house bergaya minimalis modern FREE BIAYA BIAYA di Jatiluhur Jatiasih kota Bekasi, hanya 15 menit dari tol jorr Jatiasih, akses tol lainnya adalah tol jorr Jatiwarna, transportasi Umum lainnya : angkot KC.A (Jatisari - Pondok Gede). Lokasi cluster masih Asri, Nyaman, dan Aman serta Bebas Banjir.;;06/12/2021;312;70;4;2;1;1;Tanah Sareal;SHM;2200;Timur;250000000;https://www.rumah123.com/properti/bogor/hos8921804/;Dekat lapangan Tenis dan mesjid, 10 menit pintu tol Yasmin,  10 Menit Transmart, Lotte mart, Giant;;05/12/2021;71;83;3;2;;1;Jakarta Pusat;SHM;2200;;1880000000;https://www.rumah.com/listing-properti/dijual-jalan-kembang-oleh-hardi-prastian-19360762;Lokasi pusat bisnis perekonomian Indonesia, dekat dengan pemerintahan, bagus untuk investasi;;12/06/2021;60;48;3;2;2;2;PONDOK JAGUNG, TANGERANG;SHM;2200;Tenggara;600;https://www.rumah123.com/properti/tangerang/hos9292105/;Memiliki lokasi yang strategis yaitu 100 meter Ke Stasiun K.A rawa buntu, dekat dengan sarana ibadah/masji, dekat Pintu Masuk Toll dan Keluar Toll Parigi, Kunciran dan Bsd;
06/12/2021;72;50;2;1;;1;Kota Bekasi;SHM;1300;;475000000;https://rumahdijual.com/11760856;"Dijual Rumah Di Mutiara Gading City Bekasi. LT 72 M2, LB 50 M2, KT 2, KM 1, Carport, Air = Pam, Listrik = 1300, SHM. Harga 475jt
";;06/12/2021;105;70;3;2;0;0;Cibinong;SHM;1300;;679000000;https://www.rumah123.com/properti/bogor/hos4232661/;5 menit SPBU *5 menit ke GOR Pakansari *10 menit ke Cibinong City Mall *7 menit ke Pemkab Bogor *10 menit ke RSUD Cibinong ;;05/12/2021;75;260;10;10;;3;Jakarta Pusat;SHM;3500;;5300000000;https://www.rumah.com/listing-properti/dijual-gajah-mada-jakarta-barat-oleh-rafas-19361596;Bangunan baru;;12/06/2021;180;130;3;2;;;PASAR KEMIS, TANGERANG;SHM;2200;;1500;https://www.rumah123.com/properti/tangerang/hos9291905/;Rumah Bagus Siap Huni Murah Cluster Alam Suvarna Sutera;
06/12/2021;60;63;3;2;;1;Kota Bekasi;SHM;2200;;742000000;https://www.rumah123.com/properti/bekasi/hos9293124/;"Rumah 2 Lantai type 63/60 di Jatiasih Kota Bekasi: 3 kt 2 km, Carport, Keunggulan Lokasi: Dekat dengan berbagai fasilitas yang menunjang kebutuhan sehari-hari.
Fasilitas Ibadah: 250 M KE MASJID JAMI AL-BADRIYAH, 650 M MASJID SITI RAWANI, 1,7 KM MASJID BAITURRAHMAN, 4,9 KM MASJID JAMI MIFTAHUL JANNAH, 5 KM MASJID AL FALAH, 6,8 KM MASJID BAITUL JIHAD
Fasilitas Pendidikan: 650 M MADRASAH DINIYAH AL IKHLAS, 650 M SEKOLAH ALAM NATUR ISLAM, 750 M PERGURUAN ISLAM AL-FAJAR, 1 KM SMK TRISAKA, 5,8 KM TKI / SDI AL-AZHAR JATIKRAMAT
Fasilitas Komersil: 1,6 KM PASAR BARU JATIASIH, 3,4 KM SUPERINDO WIBAWA MUKTI, 3,9 KM SUPERINDO JATIKRAMAT, 4 KM PASAR BANTAR GEBANG, 7,9 KM GIANT JATIWARNS
Fasilitas Kesehatan: 1,4 KM RS. KARTIKA HUSADA, 2,7 KM RS. MITRA KELUARGA PRATAMA JATIASIH, 4,1 KM RS BANTAR GEBANG, 4,7 KM RS. KARYA MEDIKA
2,6 KM KE PINTU TOL JATIASIH GATE 2; 7,4 KM KE PINTU TOL JAKASAMPURNA; 8,5 KM KE PINTU TOL BEKASI TIMUR 2; 8,2 KM KE PINTU TOL BEKASI BARAT;10 KM KE STASIUN KRANJI DAN STASIUN BEKASI";;06/12/2021;112;129;3;3;0;0;Gunung Putri;SHGB;3500;Selatan;1800000000;https://www.rumah123.com/properti/bogor/hos8200442/;"Cluster Nashville ini dekat dengan beberapa fasilitas pendukungn seperti; fasilitas pendidikan (sekolah), business loft, dan dekat dengan area komersial. Selain itu di sekitar Nashville juga terdapat Fresh Market, HERO, Kampung China, Bank-bank Ternama, Sport Club dan Feeder Busway.";;05/12/2021;45;71;3;2;;1;Jakarta Pusat;SHM;2200;;1390000000;https://www.rumah.com/listing-properti/dijual-plaza-atrium-oleh-heru-herdianzah-18999211;Perubahan tata ruang dapat dilakukan;;12/06/2021;78;130;2;2;;;CISAUK, TANGERANG;SHM;2200;;980;https://www.rumah123.com/properti/tangerang/hos9291581/;"Rumah Bagus Siap Huni Murah Cluster Alam Suvarna Sutera
Lt: 180m² (9x 20), Lb:130m², Kt: 3+1, Km: 3, Sertifikat: SHM, Harga 1.5M
Untuk menjadi orang pertama yang mendapatkan info rumah murah sekitar suvarna sutera dan janji survey bisa langsung saja dengan Darryus Era Fiesta dan jangan lupa catat nomor hp nya";
06/12/2021;84;168;4;3;;1;Kota Bekasi;HGB;1300;;925000000;Rumah krem harga murah di Taman Wisma Asri 2 dekat Sumarecon Bekasi - Dijual: Rumah & Apartemen - 849295145 (olx.co.id);Adanya angkot k09 Babelan ke Terminal Bekasi, dekat sarana Pendidikan Swasta dan Negri, dekat ke Pusat Pemerintahan  Kelurahan Kebalen, Dekat ke Pasar Tradisional Wisma Asri, Mudah ke Stasiun Bekasi dan Terminal Bekasi;;06/12/2021;60;50;2;1;0;0;Babakan Madang;SHM;2200;Selatan;850000000;https://www.rumah123.com/properti/bogor/hos9226720/;0 KM dari exit toll Babakan Madang., 5 menit GOR Pakansari, 10 menit Pemda Cibinong, 15 menit AEON, Dekat stasiun LRT Babakan Madang;;05/12/2021;24;46;2;1;;;Jakarta Pusat;SHM;2200;;450000000;https://www.rumah.com/listing-properti/dijual-jln-kalibaru-senen-jakarta-pusat-oleh-yudi-kurniawan-18952153;Bebas banjir;;12/06/2021;72;40;2;1;1;1;CIKUPA CITRA JAYA, TANGERANG;SHM;1300;Timur;500;https://www.rumah123.com/properti/tangerang/hos9291877/;Keamanan 24 jam dan sangat strategis;
06/12/2021;77;60;2;2;;1;Kota Bekasi;SHM;1300;;595000000;Rumah Bagus Full Renov di Harapan Indah Bekasi - Dijual: Rumah & Apartemen - 849293743 (olx.co.id);Rumah Bagus Full Renov di Harapan Indah Bekasi, Harga jual 595jt nepis;;06/12/2021;162;51;2;1;0;1;Bogor Selatan;SHM;2200;;1350000000;https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-rancamaya-bogor-siap-huni-oleh-romi-19330448;Dijual Rumah Siap Huni di dalam Cluster Rancamaya Golf Estate Bogor, Rumah siap Huni, Tanah Hook, Lokasi Strategis dengan akses Tol Ciawi dan Tol Bocimi, One Gate System, Security 24 jam, Lingkungan Sejuk dan Nyaman;;05/12/2021;3422;64;1;1;;1;Jakarta Pusat;SHM;2200;;1050000000;https://www.rumah.com/listing-properti/dijual-cempaka-putih-oleh-hardi-prastian-19352202;Vlaster cempaka merupakan suatu kompleks perumahan mewah di kota jakarta dimana menganut system one gate.;;12/06/2021;119;119;4;2;;1;ALAM SUTERA, TANGERANG;SHM;2200;;2200;https://www.rumah123.com/properti/tangerang/hos9291775/;"Lokasi dekat dengan Stasiun Serpong, Stasiun Rawa Buntu, Terminal Shuttle Bus BSD, Xtrans BSD, Terminal Intermoda BSD, Summarecon Serpong, AEON Mall, Pasar Modern BSD,
IKEA Alam Sutera, Living World Alam Sutera, Mall Alam Sutera, The Breeze, Mall Teraskota, ITC BSD";
06/12/2021;245;117;3;2;;;Kota Bekasi;SHM;2200;Timur;2750000000;https://www.rumah123.com/properti/bekasi/hos9115579/;Rumah 1 lantai Hook, Lokasi yang Strategis dekat dengan mall Grand kamala lagoon, mall MM, GMM, GGP, kuliner, rumah sakit, sekolah, rumah ibadah, minimarket, supermarket, dll Akses jalan yg mudah;;06/12/2021;120;90;5;3;0;3;Bogor Barat;SHM;2200;;1000000000;https://www.rumah.com/listing-properti/dijual-rumah-harga-bawah-pasar-fasum-lengkap-kpr-bsi-dp-10-juta-akses-terjangkau-hanya-15-menit-toll-yasmin-oleh-nina-meiyanne-18971057;Dekat Perumahan Taman Yasmin, Dekat Tol Nilai Investasi Tinggi, Rumah Menghadap Taman, SHM On Hand Dapat Cek Langsung;;05/12/2021;23;40;2;2;1;;Jakarta Pusat;SHM;2200;;735000000;https://www.rumah.com/listing-properti/dijual-rumah-cluster-pegangsaan-menteng-jakarta-pusat-oleh-firman-bgeac-19298802;Rumah 2 lantai mewah, nyaman, bebas banjir;;12/06/2021;90;72;2;1;;1;GRAHA RAYA, TANGERANG;SHM;2200;Utara;600;https://www.rumah123.com/properti/tangerang/hos9291327/;"Perumahan Griya/Bintaro/Bsd, dekat tol Bintaro atau Alam Sutera
Sekolah International, Rumah Sakit Pusat Perbelanjaan";
06/12/2021;296;200;4;2;;;Kota Bekasi;SHM;5500;;2300000000;https://www.rumah123.com/properti/bekasi/hos8451187/;Rumah Hoek dalam cluster Aralia, Rumah hadap timur dan menghadap taman.Bonus AC dan furnish yang nempel ditinggal.;;06/12/2021;200;170;2;1;0;0;Parung;Lainnya;1300;;500000000;https://www.rumah.com/listing-properti/dijual-parung-bogor-oleh-titi-19394860;1 unit rumah minimalis beserta 3 unit rumah petakan, Untuk 1 unit rumah kamar tidur 2, kamar mandi 1, Untuk 3 rumah letakan masing2 1 kamar tidur dan 1 kamar mandi;;05/12/2021;50;115;3;2;1;;Jakarta Pusat;SHM;2200;;1200000000;https://www.rumah.com/listing-properti/dijual-cempaka-putih-tengah-oleh-robert-18562482;Lokasi aman dari banjir, dekat dengan kawasan Niaga, Perkantoran, Rumah Sakit, Shopping Mall, kampus, dan toll Bandara -  Toll Dalam;;12/06/2021;250;360;5;4;1;1;BENDA, TANGERANG;SHM;4400;Timur;2900;https://www.rumah123.com/properti/tangerang/hos9291297/;Memiliki lantai granit, 1 gudang, Water heater, 3 unit AC, dan 2 exhaust fan;
06/12/2021;200;250;4;3;1;1;Kota Bekasi;SHM;2200;Selatan;2300000000;https://www.rumah123.com/properti/bekasi/hos9251067/;"rumah mewah dalam cluster eksklusif di harapan indah regency, One gate sistem dg security 24 jam, Bebas banjir, Lokasi terdepan dan strategis dekat dengan clubhouse harapan indah, sentra kuliner, rumah ibadah, rumah sakit, bank , settle busway dan pasar .
";;06/12/2021;60;40;2;1;0;1;Gunung Putri;SHM;1300;;450000000;https://www.rumah.com/listing-properti/dijual-cluster-baru-paling-laris-di-cikeas-banyak-promo-oleh-budiman-19350248;DP Mulai dari 25Juta, Anda sudah bisa mendapatkan Rumah Cluster 10 menit dari Pintu Tol Cimanggis & JORR 2 Cibubur, Akses Mudah, dekat LRT/MRT, Sangat Strategis & Berkembang!;;05/12/2021;652;405;5;4;;4;Jakarta Pusat;SHM;6600;;45000000000;https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-menteng-jakarta-pusat-lokasi-prime-kondisi-rapi-siap-huni-nego-sampai-jadi-oleh-dimas-raditya-19382085;Dapat dinego;;12/06/2021;144;117;3;3;;1;BANJAR WIJAYA, TANGERANG;SHM;2200;Utara;1950;https://www.rumah123.com/properti/tangerang/hos9291250/;"Lokasi rumah berada di boulevard perum banjar wijaya, Lingkungan rumah yang sudah padat penghuni, memiliki keamanan, Lokasi rumah dekat dengan pasar modern banjar wijaya,
Lokasi rumah dekat dengan pasar modern banjar wijaya, memiliki club house, di dalamnya ada kolam renang, tennis, tennis meja, bulutangkis, jogging track, taman bermain anak, memiliki pasar modern, ada tempat ibadah.";
06/12/2021;60;55;2;1;1;1;Kota Bekasi;SHM;1300;Barat;600000000;https://www.rumah123.com/properti/bekasi/hos9292226/;"Dijual Rumah Pesona Anggrek Harapan Bekasi Utara, selling point; bebas banjir, dekat Stasiun Bekasi, dekat perumahan Harapan Indah, ada sport ceter di dalam perumahan ";;06/12/2021;90;79;3;2;0;1;Bogor Barat;SHM;2200;;800000000;https://www.rumah.com/listing-properti/dijual-hunian-exclusive-banyak-bonusnya-di-bogor-oleh-ahmad-19383896;Seling point :Fasilitas Exclusive di Dalam Perumahan, Club House Seluas 1500m2, Swimming Pool, Gym, Taman Bermain Anak;;05/12/2021;840;800;5;3;;8;Jakarta Pusat;SHGB;6600;;39990000000;https://www.rumah.com/listing-properti/dijual-rumah-di-menteng-oleh-doan-17116730;1 Arah, Trotoar Besar, pepohonan rindang asri Harga nego;;12/06/2021;96;75;3;2;;2;CILEDUG, TANGERANG;SHM;2200;Barat;600;https://www.rumah123.com/properti/tangerang/hos9291208/;dekat dengan akses tol bsd, stasiun rawa buntu dll.;
06/12/2021;60;40;2;1;1;1;Kabupaten Bekasi;SHM;1300;;385000000;https://www.rumah123.com/properti/bekasi/hos9289267/;Dijual rumah daerah dekat grand Wisata bekasi siap huni, dekat dengan semua fasilitas kebutuhan sehari-hari dan cocok untuk hunian keluarga.;;06/12/2021;60;63;2;2;0;1;Bogor Barat;SHM;2200;;593000000;https://www.rumah.com/listing-properti/dijual-cluster-modern-di-bogor-barat-oleh-ahmad-19365238;Fasilitas Exclusive di Dalam Perumahan, Club House Seluas 1500m2, Swimming Pool, Gym, Taman Bermain Anak;;02/12/2021;21;37;2;1;;;Jakarta Pusat;SHM;1300;;533000000;https://www.rumah.com/listing-properti/dijual-rumah-cluster-mht-oleh-achmad-ulin-19035798;;;12/06/2021;60;48;3;2;;;SERPONG, TANGERANG SELATAN;SHM;2200;Tenggara;600;https://rumahdijual.com/bintaro/11733088-rumah-mewah-harga-termurah-2lt-600jtaan-dkt-nusa-loka.html;"memiliki type hunian boston village, berdiri dilokasi berkembang dan strategis, memiliki promo yaitu: Free Biaya Surat Surat, AC, dan Canopy
Hub : arifin";
06/12/2021;94;145;4;2;;1;Kota Bekasi;SHM;2200;Selatan;825000000;https://www.rumah123.com/properti/bekasi/hos9288466/;"Dijual rumah 2 lantai siap huni luas 94m2 type 4KT Harapan Indah Bekasi, AIr : PAM, Hadap : Selatan
";;06/12/2021;60;39;2;1;0;1;Parung;SHM;2200;;671000000;https://www.rumah.com/listing-properti/dijual-grand-duta-city-bogor-oleh-erwin-19280905;promo *FREE PPN 10%* akan segera berakhir! Ambil unit SEKARANG! LANGSUNG UNTUNG PULUHAN JUTA!;;02/12/2021;16;32;1;1;;;Jakarta Pusat;SHM;2200;;380000000;https://www.rumah.com/listing-properti/dijual-rumah-murah-pangkalan-asem-jakarta-pusat-rumah-baru-murah-jakarta-pusat-oleh-irwan-18210721;Sangat cocok untuk huni dan investasi. Lokasi dikelilingi kampus, RS, dan area komersil.;;12/06/2021;276;441;4;4;2;2;BSD CITY, TANGERANG;;11000;Timur Laut;13000;https://www.rumah123.com/properti/tangerang/hos9124638/;"Miliki Hunian Eksklusif dengan akses langsung ke Botanical Club 10 Ha dan seberang dengan country club, fitur termewah dan fasilitas terbaik
Private Lift By Mitsubhisi 200 kg, AC, Smart Home System, Imported Marmer, 11.000 Wat, Security 24 Jam + CCTV, Masih banyak benefit lainnya";
06/12/2021;84;75;2;2;;;Kota Bekasi;SHM;2200;Selatan;990000000;https://www.rumah123.com/properti/bekasi/hos9287739/;lokasi strategis, lingkungan aman dan nyaman, akses dekat dengan sarana dan prasarana umum, bangunan bagus dan terawat, siap huni;;06/12/2021;75;45;2;2;0;1;Kemang;SHM;1300;;467600000;https://www.rumah.com/listing-properti/dijual-kemang-graha-insani-oleh-silva-18451100;memiliki akses transportasi yang mudah di lalui, lokasi sangat strategis dekat dari berbagai fasilitas atau sarana umum seperti Rs, Sekolah, Pesantren, SPBU, Kantor Polisi, Supermarket, Pasar Tradisional.;;07/12/2021;700;2000;10;10;;10;Jakarta Pusat;SHM;66000;Utara;1,05E+13;https://www.rumah.com/listing-properti/dijual-dijual-murah-harga-covid-rumah-bisnis-district-2-menit-dari-grand-indonesia-thamrin-jakarta-pusat-oleh-firman-bgeac-19277814;"- 2 menit ke Grand Indonesia (500 meter)
- 5 menit ke Plaza Indonesia (1 Km)
- 70 meter ke Jl. Sudirman - Thamrin
- 50 meter ke stasiun MRT/KRL BNI
- 100 meter ke MRT Dukuh Atas
- 200 meter ke stasiun BNI Sudirman (KA Bandara)";;12/06/2021;160;120;3;2;;1;BSD, TANGERANG;SHM;2200;;1200;https://www.rumah123.com/properti/tangerang/hos9292593/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;66;144;3;2;;;Kota Bekasi;SHM;2200;;1600000000;https://www.rumah123.com/properti/bekasi/hos9287835/;AKSES TOL BARAT, 10 MENIT KE RS BELLA, 15 MENIT KE RS MEKARSARI, 15 MENIT KE TRANSMART, 20 MENIT KE MM BEKASI, GIANT, BCP, BANYAK SEKOLAH DARI TK-SMA SWASTA ATAUPUN NEGRI;;06/12/2021;50;36;2;1;0;1;Bojonggede;SHM;1300;;200000000;https://www.rumah.com/listing-properti/dijual-al-fauz-residence-4-oleh-ade-lutfi-19383612;Dekat akses tol, Dekat jalan utama, 15menit Stasiun Depok Baru, 10menit Stasiun Citayam, 15menit Terminal utama kota Depok;;07/12/2021;18;33;2;1;;;Jakarta Pusat;SHM;2200;;425000000;https://www.rumah.com/listing-properti/dijual-kali-baru-oleh-heru-herdianzah-18869603;Kualitas bangunan & material terbaik, one gate system, lokasi anti banjir, akses mudah dengan Tol, RS, Stasiun kereta api;;12/06/2021;224;184;3;3;;;BSD, TANGERANG;SHM;2200;;1250;https://www.rumah123.com/properti/tangerang/hos9292607/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;88;170;4;2;;;Kota Bekasi;SHM;1300;;600000000;https://www.rumah123.com/properti/bekasi/hos9286965/;Perumahan sebelah Rumah Sakit Tiara, 15 menit ke Summarecon Mall Bekasi, 20 menit ke Stasiun Bekasi, 25 menit ke Mall Metropolitan, Mega Bekasi & Bekasi Cyber Park.,  30 menit ke Tol Bekasi Barat;;06/12/2021;78;45;2;1;0;1;Bojonggede;SHM;1300;;310000000;https://www.rumah.com/listing-properti/dijual-zein-residence-oleh-ade-lutfi-18935985;15menit Stasiun Depok Baru, 8menit Stasiun Citayam, 15menit Terminal utama kota Depok, 3menit SPBU Pertamina, ATM,Alfamart,Indomart dll, Taman Bermain Anak dan Keluarga;;07/12/2021;1000;450;6;3;;6;Jakarta Selatan;SHM;23000;;15000000000;https://rumahdijual.com/kemang/11748809-rumah-kemang-utara-luas-tanah-1000-meter-harga-15-a.html;Halaman luas, ada kolam renang, lokasi bebas banjir, sumber air jet pam;;12/06/2021;90;108;3;2;;1;CIPONDOH, TANGERANG;SHM;2200;Selatan;1550;https://www.rumah123.com/properti/tangerang/hos9292601/;Akses Toll karang tengah, Cluster, Dekat Royal Mandaya Hospital, Ramai;
06/12/2021;60;40;2;1;1;1;Kota Bekasi;SHM;1300;Timur;375000000;https://www.rumah123.com/properti/bekasi/hos9287125/;Dekat jalan raya, Dekat fasilitas umum seperti, dekat rumah sakit, dekat sekolah, dekat pasar, dekat restoran, dekat minimarket dan Supermarket;;06/12/2021;72;45;2;2;0;1;Gunung Putri;SHM;2200;;820000000;https://www.rumah.com/listing-properti/dijual-askara-residence-oleh-nova-tiara-19394781;Rumah Baru Cluster Cibubur;;06/12/2021;189;250;7;4;3;;Jakarta Selatan;SHM + IMB;7700;;9500000000;https://rumahdijual.com/tebet/11349615-rumah-2-lantai-dan-strategis-akses-4-mobil-di.html;"- Daerah bebas banjir
- Dekat dengan Kuningan, Sudirman, Manggarai, Cawang, Mampang Prapatan, Gatot Subroto, Otista, Jatinegara, dan Kampung melayu, Stasiun Cawang dan Stasiun Tebet, Pasar Tebet BUMD dan Halte Busway, Taman Tebet untuk Jogging, Olahraga, dan Rekreasi";;12/06/2021;216;140;3;2;;4;BSD, TANGERANG;SHM;2200;;1700;https://www.rumah123.com/properti/tangerang/hos9292599/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;97;90;3;1;;1;Kota Bekasi;SHM;2200;Utara;825000000;https://www.rumah123.com/properti/bekasi/hos9292153/;Dijual rumah di Tytian Kencana Kota Bekasi, bebas banjir, row 2 mobil, keamanan 24 jam;;06/12/2021;84;36;2;1;0;1;Parung;SHM;1300;;599000000;https://www.rumah.com/listing-properti/dijual-kemang-eminence-bogor-oleh-aditya-santoso-19253196;Perumahan cluster baru di jalur utama Bogor dekat dengan tol BORR dan stasiun kereta Cliebut;;06/12/2021;390;200;7;2;;1;Jakarta Selatan;SHM;1300;;3500000000;https://rumahdijual.com/tebet/11220328-dijual-cepat-rumah-bagus-bangunan-lama-di-tebet-bisa.html;Bangunan lama;;12/06/2021;189;100;3;2;;1;BSD, TANGERANG;SHM;2200;;1800;https://www.rumah123.com/properti/tangerang/hos9292626/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;78;140;3;1;;1;Kota Bekasi;HGB;1300;Selatan;590000000;https://www.rumah123.com/properti/bekasi/hos9291356/;Fasilitas lengkap dengan adanya sekolah, rumah sakit, pasar, mesjid, minimarket dan kuliner sekitarnya. Akses dekat ke Toll Bekasi Timur, Stasiun Bekasi, transjakarta dan angkutan umum lainnya.;;06/12/2021;1500;1200;8;6;0;8;Cileungsi;SHM;17600;;9900000000;https://www.rumah.com/listing-properti/dijual-limus-nunggal-cileungsi-bogor-oleh-sancoyo-19056000;Akses mobil besar 40 ft bisa masuk, parkir mobil cukup luas;;07/12/2021;124;330;5;3;1;;Jakarta Selatan;SHM;6600;;6500000000;https://rumahdijual.com/kemang/2729469-bangka-townhouse-cluster-eksklusif-di-jl-bangka-kemang.html;"- Bebas banjir
- Lokasi strategis dekat dengan SCBD, Kuningan, Kemang, Tendean, Gatot Subroto, dan Blok M";;12/06/2021;265;100;3;2;;2;BSD, TANGERANG;SHM;2200;;2400;https://www.rumah123.com/properti/tangerang/hos9292585/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;60;55;2;1;1;;Kabupaten Bekasi;SHM;900;Timur;160000000;https://rumahdijual.com/8986218;Lokasi sangat strategis, jarak 10 menit'an dari stasiun Kereta Tambun, 15-20 menit ke pintu tol Bekasi, pemukiman padat penduduk sangat cocok untuk buka usaha rumahan seperti warung dan toko dan bebas banjir.;;06/12/2021;699;350;5;5;0;2;Babakan Madang;SHM;3500;;7300000000;https://www.rumah.com/listing-properti/dijual-rumah-bagus-plus-kolam-renang-siap-huni-Babakan Madang-city-oleh-dian-permana-saputra-18852353;Plus kolam renang Babakan Madang, dekat dengan fasilitas Babakan Madang, dan pusat pembelanjaan, exit tol hanya 5 menit;;07/12/2021;225;425;5;4;1;2;Jakarta Selatan;SHM;3300;Utara;9500000000;https://rumahdijual.com/kemang/8912284-kemang-utara-bangka-mampang-prapatan.html;"- Full furnished 
- Dengak dengan Mcdonald Kemang, Kemang Square, Mampang Square, Kemang Village, Pasar Warung Buncit
- AC 8
- Lokasi bebas banjir";;12/06/2021;162;180;3;3;;1;BSD, TANGERANG;HGB;2200;Timur;1490;https://www.rumah123.com/properti/tangerang/hos9292516/;"Dijual SECARA LELANG
Rumah 2 lantai di PROVENCE PARKLAND BSD dengan lingkungan yang sangat tenang dan nyaman terletak di tengah kota BSD serta akses yang mudah dicapai melalui TOL Bsd.
Dekat dengan :
Pusat Onderdil mobil autopart BSD, RS eka hospital, RS medika BSD, ITC BSD, Teras Kota, Ocean Park, Pasar modern BSD, dan masih banyak lagi tempat tempat publik yang dekat.";
06/12/2021;78;45;2;1;1;;Kabupaten Bekasi;SHM;1300;;500153000;https://rumahdijual.com/11762010;Lokasi dekat Tol Grand Wisata, dekat pasar, Rumah sakit dan Sekolah. Dapatkan Rumah Nuansa Bali kualitas REAL ESTATE:- Dekat dengan pasar tradisional - Bebas Banjir - Dekat Pusat Pembelanjaan;;06/12/2021;120;70;3;3;0;2;Babakan Madang;SHGB;2200;;1538200000;https://www.rumah.com/listing-properti/dijual-rumah-di-Babakan Madang-bogor-dekat-tol-stasiun-lrt-murah-modern-minimalis-tipe-agra-deluxe-70-120-oleh-asa-pertiwi-19057208;Dekat tol dan stasiun LRT;;06/12/2021;290;460;7;5;2;2;Jakarta Selatan;SHM + IMB;3500;Barat;8250000000;https://rumahdijual.com/tebet/1914317-dijual-rumah-hitung-tanah-menteng-cikini-lokasi-kawasan-bisnis.html;Taman, gudang , air jetpump, toren air, pagar penuh, unfurnished;;12/06/2021;90;125;3;2;;;BSD CITY, TANGERANG;SHM;2200;;1600;https://www.rumah123.com/properti/tangerang/hos9292515/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
